,all_reviews,release_date,developer,game_details,languages,achievements,genre,mature_content,original_price
19969,78,"Oct 12, 2016",Stijn Van Cauter,Single-player,['English'],87.0,Strategy,,0
19972,70,"Sep 30, 2016",Lorag Games,"Single-player,Partial Controller Support",['English'],,"Action,Casual,Indie,Simulation",,4.99
19973,76,"May 17, 2019",Team Lantern LLC,"Single-player,Steam is learning about this game 
									",['English'],,"Adventure,Casual,Free to Play,Indie",,0
19975,74,"Jan 29, 2015","Muzzy Lane Software,Factus Games","Single-player,Multi-player,Cross-Platform Multiplayer,Steam Trading Cards,Steam Workshop,Partial Controller Support,Includes level editor","['English', 'German', 'Simplified Chinese']",1.0,"Indie,Simulation,Strategy",,29.99
19976,71,"Mar 14, 2019",civilization同好会,"Single-player,Profile Features Limited 
									","['English', 'Simplified Chinese']",,"Casual,Indie,RPG,Simulation",,3.99
19977,70,"Apr 30, 2019",Saber Interactive,"Single-player,Online Co-op,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",,Simulation,,0
19978,75,"Mar 25, 2019",Igor Krutov,"Single-player,Steam Achievements","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Japanese', 'Korean', 'Norwegian', 'Portuguese', 'Russian', 'Simplified Chinese', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Ukrainian', 'Vietnamese']",7.0,"Adventure,Indie",,2.99
19979,70,"Jan 17, 2019",Cocopo,"Single-player,Steam Achievements,Profile Features Limited 
									","['English', 'French', 'German', 'Spanish - Latin America', 'Portuguese', 'Russian', 'Turkish', 'Simplified Chinese', 'Japanese']",10.0,"Action,Adventure,Indie,Simulation,Strategy,Early Access",,9.99
19980,72,"Feb 8, 2019",Nihad Nasupovic,"Single-player,Local Multi-Player,Local Co-op,Shared/Split Screen,Partial Controller Support,Profile Features Limited 
									",['English'],,"Action,Casual,Indie,RPG,Simulation", Mature Content Description  The developers describe the content like this:  Gratifying violent destruction of dramatic scenes.  Language Partial Nudity Crude Humor Violence against Animals Suggestive Themes Violent References Animated Blood  ,0.99
19981,75,"Jan 14, 2019",Cleversan Software,"Single-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud","['English', 'Polish', 'French', 'German', 'Spanish - Spain', 'Russian', 'Turkish', 'Portuguese', 'Italian', 'Simplified Chinese', 'Korean', 'Ukrainian', 'Hungarian']",,"Indie,Simulation,Strategy",,4.99
19982,77,"Sep 30, 2017",Erow.Dev,"Single-player,Steam Achievements,Profile Features Limited 
									","['English', 'Russian']",28.0,Action,,10.99
19984,79,"Feb 15, 2015",Delmunsoft,"Single-player,Full controller support",['English'],,Indie,,0
19985,71,"Aug 15, 2016",Render System,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards",['English'],63.0,"Casual,Indie",,5.99
19986,78,"Jul 22, 2016",7 Raven Studios,"Single-player,Steam Trading Cards,Partial Controller Support",['English'],,"Action,Adventure,Casual,Indie",,3.99
19988,76,"Jul 8, 2016",NiVision,Single-player,['English'],,"Action,Casual,Indie,Sports",,8.99
19989,76,"Sep 6, 2016",Kerry Batts,"Single-player,Local Multi-Player,Shared/Split Screen",['English'],,"Indie,Simulation,Sports,Strategy",,7.99
19990,76,"Mar 19, 2009",Meridian4,"Single-player,Steam Achievements",['English'],25.0,"Action,Indie",,133.81
19991,70,"Feb 16, 2015",DesktopPaints,,['English'],,"Animation & Modeling,Design & Illustration,Photo Editing,Video Production",,69.99
19992,79,"May 8, 2006",Frozenbyte,"Single-player,Shared/Split Screen,Steam Trading Cards",['English'],,Action,,6.99
19993,70,"May 15, 2015",Crashable Studios,"Single-player,Steam Achievements",['English'],17.0,"Adventure,Indie,RPG",,4.99
19994,72,"May 27, 2016",Ilja Saburov,"Single-player,Steam Achievements,Steam Trading Cards","['English', 'Russian']",,"Action,Adventure,Casual,Indie",,1.99
19995,73,"Jul 5, 2016",Kodari Games,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud",['English'],25.0,"Action,Indie",,1.99
19996,77,"Oct 25, 2016","Nippon Ichi Software, Inc",Downloadable Content,['English'],,,,0.99
19997,78,"Sep 6, 2018",meokigame,"Single-player,Profile Features Limited 
									","['English', 'Russian']",,"Adventure,Casual,Indie"," Mature Content Description  The developers describe the content like this:  Eroticism is present on the third level, each girl has a level with undressing to underwear.   ",1.49
19999,76,"Nov 30, 2018",Praxia Entertainment,"Single-player,Multi-player,Steam Achievements",['English'],28.0,"Action,Adventure,Indie,Strategy",,8.99
20000,78,"May 24, 2016",raptor lab,Single-player,['English'],,"Action,Indie",,1.99
20001,76,"Jun 16, 2016",Clickteam,,"['English', 'French', 'Japanese']",,"Animation & Modeling,Education,Utilities,Web Publishing",,nan
20002,76,"Oct 16, 2015",Shane Berezowski,"Single-player,Shared/Split Screen,Full controller support,Steam Leaderboards",['English'],,"Action,Indie",,3.99
20003,78,"Feb 26, 2018","CloudGate Studio, Inc","Single-player,SteamVR Collectibles",['English'],,"Action,Adventure,Indie",,24.99
20005,70,"May 25, 2016",D3 PUBLISHER,"Downloadable Content,Steam Trading Cards,Steam Workshop","['English', 'French', 'German', 'Spanish - Spain', 'Italian', 'Portuguese - Brazil', 'Japanese']",,"Design & Illustration,Web Publishing",,11.99
20006,75,"Feb 6, 2018",Gravity Well Studios,"Single-player,Steam Achievements,Full controller support",['English'],12.0,"Action,Free to Play,Indie",,0 To Play
20007,74,"Oct 20, 2016",OVERKILL - a Starbreeze Studio,"Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,In-App Purchases","['English', 'German', 'French', 'Italian', 'Spanish - Spain', 'Dutch', 'Russian']",,"Action,RPG",,nan
20008,72,"Dec 20, 2016",Game Studio Abraham Stolk Inc,"Single-player,Steam Achievements,In-App Purchases,Stats,Steam Leaderboards",['English'],9.0,Strategy,,0
20011,71,"Oct 14, 2016",Evan Downing,Single-player,['English'],5.0,Indie,,5.99
20012,72,"Nov 22, 2016",Codeate,"Single-player,Steam Cloud",['English'],19.0,"Action,Adventure,Indie,Early Access",,14.99
20015,77,"Mar 14, 2019",Casual Brothers,"Single-player,Profile Features Limited 
									","['English', 'French', 'German', 'Spanish - Spain', 'Czech', 'Hungarian', 'Polish', 'Russian']",16.0,"Adventure,Indie",,9.99
20017,72,"Nov 15, 2016",LunarCore Games,"Single-player,Steam Achievements,Full controller support",['English'],17.0,"Action,Indie",,0.99
20019,72,"Dec 6, 2016",BARCHboi,Single-player,['English'],,"Adventure,Indie",,9.99
20021,75,"Oct 17, 2016",Mgsstudio,"Single-player,Partial Controller Support",['English'],,"Casual,Early Access",,0.99
20024,75,"Oct 26, 2016",ELIOT,"Single-player,Partial Controller Support",['English'],,"Casual,Racing",,4.99
20026,73,"Feb 23, 2018",Nelium Games,"Single-player,Steam Achievements,Captions available,Partial Controller Support,Steam Cloud,Steam Leaderboards","['English', 'Spanish - Spain']",12.0,"Casual,Indie",,0 To Play
20027,78,"Sep 8, 2017",Flying Islands Team,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Steam Leaderboards","['English', 'Russian', 'Simplified Chinese', 'Ukrainian', 'French', 'Italian', 'Spanish - Spain', 'German']",10.0,"Action,Indie",,4.99
20028,76,"May 30, 2017",The Rogue Initiative,"Single-player,Steam Achievements,Steam Trading Cards",['English'],30.0,"Action,Adventure,Casual,Indie",,8.99
20029,76,"Sep 29, 2006","Buka Entertainment,Lesta Studio","Single-player,Multi-player,Steam Trading Cards",['English'],,"Simulation,Strategy",,7.99
20030,70,"Nov 21, 2016",Xemory LLC,"Single-player,Stats",['English'],,"Simulation,Early Access",,0 to Play
20032,73,"Feb 21, 2017",Robert Pelloni,"Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Shared/Split Screen,Cross-Platform Multiplayer,Partial Controller Support",['English'],,"Action,Casual,Indie",,0
20034,75,"Oct 31, 2018","GameCoder Studios,Render Farm Studios","Single-player,Local Multi-Player,Shared/Split Screen,Steam Achievements,Partial Controller Support,Steam Leaderboards",['English'],19.0,"Action,Free to Play,Indie",,0
20035,77,"Feb 20, 2017","CAPCOM Co., Ltd","Single-player,Downloadable Content,Full controller support","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Arabic', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",,"Action,Adventure",,14.99
20037,77,"Jun 4, 2016","Elcaelum,CGA Studio","Single-player,Steam Achievements,Partial Controller Support","['English', 'Spanish - Spain']",11.0,"Action,Free to Play,Indie",,0 To Play
20038,76,"Aug 27, 2015",Just Trains,"Single-player,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Steam Leaderboards",['English'],,Simulation,,29.99
20039,71,"Nov 2, 2016",Milestone S.r.l,"Single-player,Multi-player,Online Multi-Player,Shared/Split Screen,Downloadable Content,Steam Achievements,Partial Controller Support,Steam Cloud","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil']",,"Racing,Simulation,Sports",,5.99
20040,71,"Oct 7, 2016",Milestone S.r.l,"Single-player,Multi-player,Online Multi-Player,Shared/Split Screen,Downloadable Content,Steam Achievements,Partial Controller Support,Steam Cloud","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil']",,"Racing,Simulation,Sports",,3.99
20041,78,"Aug 18, 2016",Filippo Ceffa,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Stats,Steam Leaderboards",['English'],9.0,"Casual,Indie",,2.99
20046,70,"Jul 12, 2018",Three Fields Entertainment,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards",['English'],13.0,"Indie,Racing",,19.99
20048,79,"Nov 28, 2016",Ubisoft,"Single-player,Co-op,Downloadable Content,Partial Controller Support","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Dutch', 'Hungarian', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",,"Action,Adventure",,4.99
20049,73,"Jan 24, 2017",Ubisoft,"Single-player,Co-op,Downloadable Content,Partial Controller Support","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Dutch', 'Hungarian', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",,"Action,Adventure",,6.99
20050,79,"Aug 8, 2014",Hosted Games,"Single-player,Captions available,Steam Cloud",['English'],,"Adventure,Indie,RPG",,3.99
20051,74,"Oct 4, 2016","NetherRealm Studios,High Voltage Software,QLOC","Single-player,Multi-player,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","['English', 'French', 'Italian', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian', 'German']",,Action," Mature Content Description  The developers describe the content like this:  This DLC may contain content not appropriate for all ages, or may not be appropriate for viewing at work: Frequent Violence or Gore, General Mature Content  ",4.99
20052,78,"Oct 31, 2017",ALTER-BOY,"Single-player,Steam Achievements,Partial Controller Support,Stats,Steam Leaderboards","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",20.0,"Action,Indie"," Mature Content Description  The developers describe the content like this:  This Game may contain content not appropriate for all ages, or may not be appropriate for viewing at work: Frequent Violence or Gore, General Mature Content  ",0
20054,75,"Sep 29, 2016",Pehesse,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support",['English'],37.0,"Action,Adventure,Indie,Strategy",,0
20058,70,"Feb 12, 2019","Eidos-Montréal,Crystal Dynamics,Nixxes software","Single-player,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Arabic']",,"Action,Adventure"," Mature Content Description  The developers describe the content like this:  This DLC may contain content not appropriate for all ages, or may not be appropriate for viewing at work: Frequent Violence or Gore, General Mature Content  ",4.99
20062,71,"Oct 12, 2016",NeuronHaze,"Online Multi-Player,MMO,Downloadable Content,Steam Achievements,Steam Cloud,Profile Features Limited 
									","['English', 'Russian']",,"Action,Massively Multiplayer,RPG",,nan
20063,76,"Feb 19, 2016",Games Hut,"Single-player,Steam Achievements,Steam Trading Cards",['English'],34.0,"Action,Indie,RPG",,7.99
20064,73,"Dec 9, 2015",Straywire,"Single-player,Steam Achievements,Steam Cloud",['English'],2.0,"Adventure,Indie", Mature Content Description  The developers describe the content like this:  Highschool Possession includes sexually suggestive scenes and partial nude imagery.  ,9.99
20065,79,"Aug 23, 2016",Soldak Entertainment,"Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements",['English'],61.0,"Action,Indie,RPG",,19.99
20067,70,"Sep 11, 2015",Obscure Cloud,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Danish', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Norwegian', 'Dutch', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Romanian', 'Russian', 'Swedish', 'Czech', 'Thai', 'Turkish', 'Ukrainian']",12.0,"Action,Casual,Indie",,2.99
20068,71,"Sep 10, 2015",Triangle Studios,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards","['English', 'Dutch', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'German', 'Bulgarian', 'Danish']",31.0,"Action,Adventure,Indie",,8.99
20069,70,"Nov 24, 2015",Rocksteady Studios,"Single-player,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Portuguese - Brazil', 'Polish', 'Russian', 'Japanese']",,"Action,Adventure",,1.99
20070,75,"Oct 28, 2015",Rocksteady Studios,"Single-player,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Portuguese - Brazil', 'Polish', 'Russian', 'Japanese']",,"Action,Adventure",,1.99
20071,72,"Jun 21, 2016","Comcept,Inti Creates","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian', 'Korean', 'Traditional Chinese']",,Action,,4.99
20072,70,"Oct 30, 2015",ArrowGroundGames,"Single-player,Shared/Split Screen,Steam Achievements,Full controller support",['English'],24.0,"Action,Indie,Early Access",,2.99
20073,78,"Sep 24, 2015",Foundry,Steam Cloud,['English'],,"Animation & Modeling,Design & Illustration,Game Development",,149.98
20075,76,"Mar 17, 2016",4 Door Lemon,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Leaderboards","['English', 'French', 'Italian', 'German', 'Spanish - Spain']",30.0,"Action,Casual,Indie,Strategy",,9.99
20077,77,"Nov 5, 2015","Gunfire Games,Vigil Games,THQ Nordic","Single-player,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Dutch', 'Polish', 'Russian']",,"Action,Adventure,RPG",,4.99
20079,79,"Feb 1, 2016",Terrifying Jellyfish,"Single-player,Shared/Split Screen,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Leaderboards",['English'],13.0,"Action,Casual,Indie",,0.99
20080,78,"Dec 22, 2015",Shadebob Games,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Includes level editor","['English', 'French', 'Spanish - Spain', 'German', 'Russian', 'Japanese', 'Portuguese - Brazil']",14.0,"Action,Adventure,Casual,Indie",,0 to Play
20083,71,"Dec 21, 2015",Roaming Ground Studio,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards",['English'],11.0,"Action,Casual,Indie",,0
20084,71,"Feb 2, 2016",Thomas Moon Kang,"Multi-player,Shared/Split Screen,Steam Achievements,Full controller support",['English'],3.0,"Action,Casual,Indie",,1.99
20085,78,"Nov 5, 2015",Aterdux Entertainment,"Single-player,Downloadable Content,Steam Cloud","['English', 'German', 'Russian', 'Spanish - Spain', 'Simplified Chinese']",,"Adventure,Indie,RPG,Strategy",,4.99
